"統計名：","出入国管理統計 出入（帰）国者数"
"表番号："
"表題：","国籍・地域別　在留資格別　入国外国人"
"実施年月：","2024年","-"
"市区町村時点（年月日）：","-"

"***","集計に必要なデータがないもの"
"0","集計した結果がゼロのもの"

"","","","","","","","","","/在留資格 コード","100","120","130","140","150","160","170","180","190","200","210","220","230","240","250","260","270","280","290","300","310","320","330","340","344","346","350","360","370","380","390","400","410","430","440","450","460","470","480","490","500","510","520","530","540","550","570"
"","","","","","","","","","/在留資格 補助コード","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"表章項目 コード","表章項目 補助コード","表章項目","時間軸(年次) コード","時間軸(年次) 補助コード","時間軸(年次)","国籍・地域 コード","国籍・地域 補助コード","国籍・地域","/在留資格","総数","外交","公用","教授","芸術","宗教","報道","投資・経営","経営・管理","法律・会計業務","医療","研究","教育","技術","人文知識・国際業務","技術･人文知識･国際業務","企業内転勤","介護","興行","技能","高度専門職１号イ","高度専門職１号ロ","高度専門職１号ハ","高度専門職２号","特定技能１号","特定技能２号","技能実習１号イ","技能実習１号ロ","技能実習２号イ","技能実習２号ロ","技能実習３号イ","技能実習３号ロ","文化活動","短期滞在_計","短期滞在_15日以内","短期滞在_90日以内","留学","就学","研修","家族滞在","特定活動","永住者","日本人の配偶者等","永住者の配偶者等","定住者","特別永住者","一時庇護"
"100","","入国外国人【人】","2024000000","","2024年","50700","","ルクセンブルク","","3,841","40","0","2","0","0","0","***","4","0","0","0","0","***","***","30","0","0","5","0","0","0","4","0","0","0","0","0","0","0","0","0","3","3,659","0","3,659","49","***","0","9","11","18","7","0","0","0","***"
"100","","入国外国人【人】","2024000000","","2024年","50710","","ラトビア","","4,167","19","0","6","0","0","0","***","0","0","0","0","1","***","***","46","1","0","33","0","2","5","0","0","0","0","0","0","0","0","0","0","2","3,918","4","3,914","52","***","0","16","8","38","20","0","0","0","***"
"100","","入国外国人【人】","2024000000","","2024年","50720","","リトアニア","","9,452","76","2","9","1","0","0","***","4","0","0","0","0","***","***","112","2","0","42","1","11","6","0","0","0","0","0","0","0","0","0","0","0","8,863","0","8,863","95","***","1","48","56","74","35","4","10","0","***"
"100","","入国外国人【人】","2024000000","","2024年","50730","","モナコ","","159","2","0","0","0","0","0","***","0","0","0","0","0","***","***","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","152","0","152","3","***","0","0","0","0","0","0","0","0","***"
"100","","入国外国人【人】","2024000000","","2024年","50740","","マルタ","","2,801","7","0","7","0","0","0","***","3","0","0","0","1","***","***","13","2","0","4","0","0","6","0","0","0","0","0","0","0","0","0","0","0","2,720","0","2,720","10","***","2","10","1","5","10","0","0","0","***"
"100","","入国外国人【人】","2024000000","","2024年","50750","","モルドバ","","489","9","5","4","0","0","0","***","0","0","0","1","0","***","***","12","2","0","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","336","255","81","11","***","14","12","0","48","11","1","12","0","***"
"100","","入国外国人【人】","2024000000","","2024年","50760","","北マケドニア","","1,087","2","0","0","0","0","0","***","0","0","0","0","1","***","***","13","0","0","3","1","0","0","3","0","0","0","0","0","0","0","0","0","1","1,014","1","1,013","18","***","8","5","1","9","7","0","1","0","***"
"100","","入国外国人【人】","2024000000","","2024年","50770","","オランダ","","103,622","185","30","80","11","4","4","***","175","0","0","6","17","***","***","478","95","0","401","110","5","91","31","0","2","0","0","0","0","0","0","0","48","99,555","2","99,553","762","***","5","239","366","558","318","12","18","16","***"
"100","","入国外国人【人】","2024000000","","2024年","50780","","ノルウェー","","29,050","90","17","15","16","24","0","***","29","0","0","0","8","***","***","119","42","0","104","63","0","10","10","0","0","0","0","0","0","0","0","0","9","27,694","0","27,694","377","***","0","93","85","126","115","3","1","0","***"
"100","","入国外国人【人】","2024000000","","2024年","50790","","ポーランド","","64,538","90","19","91","20","17","0","***","43","0","0","23","13","***","***","499","71","0","293","15","12","39","0","3","4","0","10","0","0","0","0","0","32","61,571","0","61,571","463","***","4","191","193","501","289","10","15","7","***"
"100","","入国外国人【人】","2024000000","","2024年","50800","","ポルトガル","","42,505","48","15","46","11","7","1","***","47","0","0","14","12","***","***","281","67","0","97","99","1","28","0","5","2","0","0","0","0","0","0","0","25","40,937","0","40,937","221","***","5","113","68","244","89","3","19","0","***"
"100","","入国外国人【人】","2024000000","","2024年","50810","","ルーマニア","","23,765","60","27","34","1","3","0","***","23","0","0","6","11","***","***","242","28","0","53","2","10","32","0","1","0","0","0","0","0","0","0","0","10","21,842","1","21,841","132","***","1","73","14","859","174","38","89","0","***"
